policy_id,sub_sector,region,policy_year,premium_usd,had_claim,n_claims,total_loss,bi_loss,log_revenue,cyber_control_score,vendor_control_pressure,prior_incident_score,limit_mm,retention_mm,predicted_claim_probability,expected_claim_frequency,expected_claim_severity,pure_premium,technical_premium_template,premium_gap,indicated_to_current_ratio,actual_loss_ratio
POL-2020120,Investment Bank,Midwest,2022,41490853,0,0.0,0.0,0.0,8.531451063162937,0.45499999999999996,16.451612903225804,0.0,100,1.376,0.17,0.16988,2546008.82,432525.25,961167.22,-40529685.78,0.02317,0.0
POL-2020121,Credit Union,West,2024,59773,0,0.0,0.0,0.0,4.784988612563928,0.9947500000000001,6.274509803921569,0.0,2,0.025,0.01,0.00999,300570.82,3003.65,6674.78,-53098.22,0.11167,0.0
POL-2020122,Regional Bank,Southwest,2024,890273,0,0.0,0.0,0.0,5.736894826106403,0.43699999999999994,3.142857142857143,0.6931471805599453,25,0.49,0.39,0.38973,2035875.77,793448.09,1763217.99,872944.99,1.98054,0.0
POL-2020123,Broker-Dealer,Midwest,2024,4031944,0,0.0,0.0,0.0,6.199900469549918,0.627,8.333333333333334,0.0,100,1.646,0.04,0.03997,19495176.59,779273.31,1731718.48,-2300225.52,0.4295,0.0
POL-2020124,Community Bank,National,2021,77969,0,0.0,0.0,0.0,4.382026634673881,0.83825,7.714285714285714,0.0,5,0.059,0.2,0.19986,1283940.87,256612.41,570249.8,492280.8,7.3138,0.0
POL-2020125,National Bank,West,2023,71602392,0,0.0,0.0,0.0,9.095322260391915,0.6632500000000001,5.897435897435898,0.0,100,2.074,0.05,0.04997,3135844.46,156684.9,348188.68,-71254203.32,0.00486,0.0
POL-2020126,Regional Bank,West,2020,2163634,0,0.0,0.0,0.0,7.048125731829413,0.7745,8.03921568627451,1.0986122886681098,15,0.497,0.06,0.05996,1669325.68,100090.99,222424.41,-1941209.59,0.1028,0.0
POL-2020127,Regional Bank,West,2023,1392170,0,0.0,0.0,0.0,6.4853983032037545,0.6947500000000001,10.666666666666666,0.0,15,0.468,0.33,0.32977,1737318.96,572922.84,1273161.88,-119008.12,0.91452,0.0
POL-2020128,Hedge Fund,Midwest,2020,2313042,0,0.0,0.0,0.0,5.627261336748458,0.8430000000000001,11.666666666666666,0.0,100,4.491,0.14,0.1399,851687.7,119154.66,264788.14,-2048253.86,0.11448,0.0
POL-2020129,Investment Bank,National,2021,66375065,1,1.0,237400.0,0.0,8.90308124678437,0.6020000000000001,15.555555555555555,0.0,100,3.994,0.61,0.60958,5696594.9,3472544.43,7716765.4,-58658299.6,0.11626,0.00358
POL-2020130,Fintech-Lending,Southwest,2024,642364,0,0.0,0.0,0.0,6.1023348559394055,0.8137500000000001,1.9444444444444444,0.6931471805599453,5,0.19,0.16,0.15989,1019478.37,163004.89,362233.09,-280130.91,0.56391,0.0
POL-2020131,Community Bank,Northeast,2024,126820,1,1.0,76875.0,4912.0,4.215086179918229,0.685,14.0,0.0,15,0.242,0.73,0.7295,383169.62,279522.37,621160.81,494340.81,4.89797,0.60617
POL-2020132,Asset Manager,Northeast,2023,725614,0,0.0,0.0,0.0,6.488900933754956,0.7125,13.2,0.0,5,0.201,0.04,0.03997,1412978.47,56480.45,125512.12,-600101.88,0.17297,0.0
POL-2020133,Community Bank,Southeast,2022,371622,0,0.0,0.0,0.0,4.104294893075269,0.7295,3.157894736842105,0.6931471805599453,100,3.749,0.07,0.06995,523082.59,36590.72,81312.71,-290309.29,0.2188,0.0
POL-2020134,Community Bank,West,2020,194629,1,1.0,5874.0,3171.0,5.113191882421348,0.5880000000000001,94.81481481481481,0.6931471805599453,10,0.339,0.8,0.79945,179834.7,143769.29,319487.31,124858.31,1.64152,0.03018
POL-2020135,Hedge Fund,Northeast,2024,7872191,0,0.0,0.0,0.0,6.255174060168853,0.7917500000000001,5.9375,0.0,250,9.211,0.15,0.1499,947472.5,142023.6,315608.0,-7556583.0,0.04009,0.0
POL-2020136,Community Bank,Southwest,2020,26190,0,0.0,0.0,0.0,4.290459441148391,0.9692500000000001,10.4,0.0,1,0.025,0.03,0.02998,527486.97,15813.78,35141.73,8951.73,1.3418,0.0
POL-2020137,Broker-Dealer,National,2020,2758100,0,0.0,0.0,0.0,7.487677768827454,0.56325,6.31578947368421,0.6931471805599453,10,0.062,0.06,0.05996,4933147.34,295786.25,657302.77,-2100797.23,0.23832,0.0
POL-2020138,Broker-Dealer,Midwest,2022,1017040,1,1.0,407904.0,0.0,6.447464328590194,0.8655,8.0,0.0,10,0.267,0.7,0.69952,5528263.29,3867135.58,8593634.63,7576594.63,8.44965,0.40107
POL-2020139,Community Bank,Midwest,2023,157071,0,0.0,0.0,0.0,4.597138014290827,0.6315,9.67741935483871,0.0,10,0.346,0.15,0.1499,636374.78,95390.88,211979.74,54908.74,1.34958,0.0
POL-2020140,Broker-Dealer,National,2020,610864,0,0.0,0.0,0.0,6.380630882246644,0.6735,1.1764705882352942,0.6931471805599453,5,0.2,0.07,0.06995,6110623.21,427450.85,949890.78,339026.78,1.555,0.0
POL-2020141,Broker-Dealer,Midwest,2024,149417,0,0.0,0.0,0.0,5.627261336748458,0.65575,3.939393939393939,0.0,1,0.038,0.02,0.01999,9783051.36,195527.1,434504.68,285087.68,2.908,0.0
POL-2020142,Regional Bank,National,2024,1107029,1,1.0,98761.0,15629.0,6.0112671744041615,0.6912499999999999,7.647058823529412,0.0,25,1.082,0.67,0.66954,2806276.24,1878918.15,4175373.67,3068344.67,3.77169,0.08921
POL-2020143,Asset Manager,Southwest,2020,690935,1,1.0,2129273.0,1427414.0,7.059016072822721,0.77675,5.185185185185185,0.0,2,0.052,0.71,0.70951,477224.74,338597.65,752439.23,61504.23,1.08902,3.08173
POL-2020144,Regional Bank,National,2020,1405136,1,1.0,2750618.0,588869.0,6.812235077124725,0.7817500000000001,4.6875,0.6931471805599453,10,0.391,0.72,0.71951,13597432.59,9783450.47,21741001.05,20335865.05,15.47252,1.95755
POL-2020145,Community Bank,Midwest,2024,50465,0,0.0,0.0,0.0,3.927896354584436,0.62975,6.4,0.6931471805599453,5,0.173,0.06,0.05996,210971.25,12649.61,28110.25,-22354.75,0.55702,0.0
POL-2020146,Insurance Carrier,Midwest,2023,68411950,0,0.0,0.0,0.0,8.70723487122533,0.59025,23.21428571428571,0.6931471805599453,250,3.027,0.06,0.05996,12938157.69,775758.12,1723906.93,-66688043.07,0.0252,0.0
POL-2020147,Community Bank,Southeast,2023,44479,0,0.0,0.0,0.0,4.056988775678332,0.6875000000000001,5.652173913043478,0.6931471805599453,5,0.163,0.08,0.07995,1372063.47,109689.95,243755.44,199276.44,5.48024,0.0
POL-2020148,Broker-Dealer,Southeast,2022,2438198,0,0.0,0.0,0.0,6.819251880390734,0.906,53.46938775510205,0.0,15,0.561,0.09,0.08994,4591434.84,412946.3,917658.43,-1520539.57,0.37637,0.0
POL-2020149,Fintech-Lending,Northeast,2020,536162,0,0.0,0.0,0.0,5.571393286610456,0.7305,10.714285714285714,0.0,10,0.257,0.15,0.1499,968441.02,145166.72,322592.72,-213569.28,0.60167,0.0
POL-2020150,Community Bank,National,2020,21897,0,0.0,0.0,0.0,4.119037174812473,0.795,6.944444444444445,0.0,1,0.034,0.07,0.06995,1143645.97,80000.42,177778.72,155881.72,8.11886,0.0
POL-2020151,Community Bank,Southwest,2023,28478,0,0.0,0.0,0.0,3.8958936234982624,0.44175,23.75,0.0,2,0.026,0.01,0.00999,519846.49,5194.91,11544.24,-16933.76,0.40537,0.0
POL-2020152,Community Bank,Northeast,2021,126040,0,0.0,0.0,0.0,4.436751534363128,0.68775,15.833333333333334,0.0,10,0.442,0.15,0.1499,221170.99,33152.94,73673.2,-52366.8,0.58452,0.0
POL-2020153,Community Bank,West,2024,42851,0,0.0,0.0,0.0,4.4520190064939165,0.8170000000000001,9.67741935483871,0.6931471805599453,2,0.059,0.11,0.10992,490543.9,53922.9,119828.66,76977.66,2.7964,0.0
POL-2020154,Insurance Carrier,West,2022,5231194,0,0.0,0.0,0.0,8.31230695637286,0.63125,11.666666666666666,0.0,10,0.412,0.28,0.27981,929530.81,260090.48,577978.85,-4653215.15,0.11049,0.0
POL-2020155,Asset Manager,Southwest,2022,3856393,0,0.0,0.0,0.0,7.8994502853041695,0.6147500000000001,25.925925925925924,0.0,10,0.319,0.09,0.08994,3989015.74,358765.69,797257.08,-3059135.92,0.20674,0.0
POL-2020156,Community Bank,National,2020,17931,0,0.0,0.0,0.0,3.929862923556477,0.79375,14.11764705882353,0.0,1,0.042,0.08,0.07995,291652.88,23316.26,51813.91,33882.91,2.88963,0.0
POL-2020157,Community Bank,National,2020,194222,1,1.0,144888.0,34900.0,5.239628370199357,0.74875,30.0,0.0,5,0.16,0.72,0.71951,792767.18,570401.68,1267559.29,1073337.29,6.52634,0.74599
POL-2020158,Regional Bank,Northeast,2023,366217,0,0.0,0.0,0.0,6.297477576244487,0.66425,10.96774193548387,0.0,2,0.069,0.14,0.1399,670421.7,93794.79,208432.88,-157784.12,0.56915,0.0
POL-2020159,Hedge Fund,Northeast,2022,733120,0,0.0,0.0,0.0,5.627980761239919,0.55375,12.499999999999998,0.0,15,0.207,0.07,0.06995,241784.62,16913.34,37585.2,-695534.8,0.05127,0.0
POL-2020160,Investment Bank,Southwest,2023,87617571,0,0.0,0.0,0.0,8.834904829069698,0.7297500000000001,5.813953488372094,0.6931471805599453,250,5.716,0.26,0.25982,5184552.21,1347060.93,2993468.73,-84624102.27,0.03417,0.0
POL-2020161,Community Bank,West,2020,17053,0,0.0,0.0,0.0,3.9435216724875173,0.84375,17.941176470588236,0.0,1,0.025,0.07,0.06995,387784.67,27126.35,60280.77,43227.77,3.53491,0.0
POL-2020162,Community Bank,Midwest,2023,178676,0,0.0,0.0,0.0,5.322033893165353,0.669,4.705882352941177,0.0,5,0.051,0.19,0.18987,1034119.69,196348.26,436329.46,257653.46,2.44201,0.0
POL-2020163,Broker-Dealer,National,2023,9488861,0,0.0,0.0,0.0,6.663643421231731,0.7072499999999999,10.833333333333334,0.0,250,8.885,0.12,0.11992,8642061.17,1036337.52,2302972.27,-7185888.73,0.2427,0.0
POL-2020164,Broker-Dealer,Northeast,2020,639334,0,0.0,0.0,0.0,5.877735781779639,0.7272500000000001,117.5,0.6931471805599453,10,0.055,0.1,0.09993,137434.78,13734.07,30520.16,-608813.84,0.04774,0.0
POL-2020165,National Bank,Midwest,2024,357632456,0,0.0,0.0,0.0,10.186110599671963,0.81525,19.72972972972973,0.6931471805599453,250,6.087,0.08,0.07995,2756863.25,220398.1,489773.56,-357142682.44,0.00137,0.0
POL-2020166,National Bank,West,2022,161402239,0,0.0,0.0,0.0,10.379613029972525,0.6785000000000001,4.838709677419355,0.0,50,1.085,0.05,0.04997,4232897.91,211500.03,470000.07,-160932238.93,0.00291,0.0
POL-2020167,Insurance Carrier,Northeast,2021,62856051,1,1.0,119244.0,3361.0,8.845374006147898,0.5567500000000001,30.769230769230766,0.0,250,5.082,0.71,0.70951,1050621.02,745430.36,1656511.9,-61199539.1,0.02635,0.0019
POL-2020168,Credit Union,Midwest,2023,146004,0,0.0,0.0,0.0,4.523960130562548,0.8045000000000001,7.096774193548387,0.0,15,0.726,0.02,0.01999,729247.37,14574.96,32388.81,-113615.19,0.22184,0.0
POL-2020169,Community Bank,Midwest,2022,369218,0,0.0,0.0,0.0,5.313698468586339,0.70825,17.727272727272727,0.0,15,0.675,0.06,0.05996,238292.49,14287.76,31750.59,-337467.41,0.08599,0.0
POL-2020170,Regional Bank,Southwest,2023,1037944,0,0.0,0.0,0.0,6.536836514626557,0.5249999999999999,26.666666666666668,0.0,10,0.425,0.07,0.06995,2672385.23,186938.93,415419.84,-622524.16,0.40023,0.0
POL-2020171,Regional Bank,Southwest,2023,1517274,0,0.0,0.0,0.0,6.899319800161035,0.5894999999999999,4.482758620689656,0.0,10,0.332,0.07,0.06995,1389936.65,97228.97,216064.38,-1301209.62,0.1424,0.0
POL-2020172,Broker-Dealer,West,2023,1395522,0,0.0,0.0,0.0,6.499185355920494,0.6872499999999999,11.428571428571429,0.0,10,0.484,0.08,0.07995,11329092.17,905707.03,2012682.28,617160.28,1.44224,0.0
POL-2020173,Investment Bank,National,2020,3632653,0,0.0,0.0,0.0,8.402657377822958,0.48850000000000005,4.285714285714286,0.0,2,0.098,0.07,0.06995,3078411.56,215341.31,478536.26,-3154116.74,0.13173,0.0
POL-2020174,Community Bank,Southeast,2020,363044,0,0.0,0.0,0.0,5.180096735160606,0.78425,8.387096774193548,0.6931471805599453,15,0.659,0.24,0.23984,1430279.45,343032.11,762293.59,399249.59,2.09973,0.0
POL-2020175,Broker-Dealer,West,2024,519689,0,0.0,0.0,0.0,6.472037127702952,0.80225,1.0344827586206897,0.0,2,0.066,0.16,0.15989,17648463.56,2821821.41,6270714.26,5751025.26,12.06628,0.0
POL-2020176,Regional Bank,West,2024,273431,1,1.0,8249.0,4775.0,6.003887067106539,0.6645000000000001,17.36842105263158,0.0,2,0.029,0.67,0.66954,389223.67,260601.37,579114.15,305683.15,2.11795,0.03017
POL-2020177,Community Bank,Midwest,2022,311273,1,1.0,3711.0,726.0,4.787491742782046,0.6725,33.333333333333336,0.0,25,0.866,0.62,0.61958,492437.36,305102.19,678004.86,366731.86,2.17817,0.01192
POL-2020178,Investment Bank,Midwest,2023,5103557,0,0.0,0.0,0.0,7.6292955340433,0.6975000000000001,5.434782608695652,0.6931471805599453,10,0.414,0.08,0.07995,3545497.29,283445.64,629879.21,-4473677.79,0.12342,0.0
POL-2020179,National Bank,Southwest,2024,58206958,0,0.0,0.0,0.0,9.905385749819208,0.87325,4.615384615384616,0.6931471805599453,25,0.457,0.03,0.02998,1294610.23,38811.72,86248.27,-58120709.73,0.00148,0.0
POL-2020180,National Bank,West,2024,79108590,1,1.0,5409089.0,1617135.0,9.160036062066435,0.7682500000000001,4.782608695652173,0.6931471805599453,100,1.053,0.67,0.66954,4427010.93,2964067.14,6586815.87,-72521774.13,0.08326,0.06838
POL-2020181,Custodian Bank,West,2023,26448807,0,0.0,0.0,0.0,9.333168437817246,0.693,13.333333333333334,0.6931471805599453,25,0.71,0.04,0.03997,241186.69,9640.86,21424.14,-26427382.86,0.00081,0.0
POL-2020182,Regional Bank,Midwest,2023,1145514,0,0.0,0.0,0.0,6.451259999761194,0.79,6.153846153846153,0.0,15,0.107,0.06,0.05996,3074953.41,184370.92,409713.16,-735800.84,0.35767,0.0
POL-2020183,Fintech-Lending,West,2022,153044,0,0.0,0.0,0.0,5.518656990529513,0.8635,7.560975609756098,0.0,1,0.025,0.07,0.06995,1253678.92,87697.46,194883.24,41839.24,1.27338,0.0
POL-2020184,Regional Bank,National,2024,1890059,0,0.0,0.0,0.0,7.0297073897328834,0.8962500000000001,3.181818181818182,0.0,10,0.485,0.03,0.02998,2445165.1,73304.74,162899.43,-1727159.57,0.08619,0.0
POL-2020185,National Bank,West,2022,95549065,0,0.0,0.0,0.0,9.903852485939833,0.908,2.173913043478261,0.6931471805599453,50,1.224,0.03,0.02998,11331939.48,339725.5,754945.55,-94794119.45,0.0079,0.0
POL-2020186,Insurance Carrier,Midwest,2023,1338195,0,0.0,0.0,0.0,7.837080689126748,0.8425000000000001,2.25,0.0,2,0.089,0.06,0.05996,4033289.04,241831.7,537403.79,-800791.21,0.40159,0.0
POL-2020187,Broker-Dealer,Midwest,2022,3742595,0,0.0,0.0,0.0,7.490529402060711,0.85475,6.176470588235294,0.0,10,0.14,0.07,0.06995,8962232.14,626926.85,1393170.77,-2349424.23,0.37225,0.0
POL-2020188,Broker-Dealer,Midwest,2023,789293,0,0.0,0.0,0.0,5.649678215663,0.661,1.212121212121212,0.6931471805599453,25,0.147,0.09,0.08994,20885971.36,1878450.81,4174335.14,3385042.14,5.2887,0.0
POL-2020189,Hedge Fund,National,2021,433909,0,0.0,0.0,0.0,5.054333149361975,0.7729999999999999,5.744680851063831,0.0,15,0.597,0.07,0.06995,243474.83,17031.57,37847.94,-396061.06,0.08723,0.0
POL-2020190,Regional Bank,National,2020,593022,1,1.0,61992.0,4929.0,6.549936824341326,0.6415,21.538461538461537,0.0,5,0.216,0.73,0.7295,553233.92,403584.34,896854.08,303832.08,1.51235,0.10454
POL-2020191,Asset Manager,Southwest,2020,1494630,1,1.0,113588.0,52932.0,6.73542365621753,0.6185,11.851851851851851,0.0,10,0.386,0.23,0.22984,5220525.3,1199898.97,2666442.16,1171812.16,1.78401,0.076
POL-2020192,Asset Manager,Southeast,2024,557378,0,0.0,0.0,0.0,6.439030831234781,0.753,5.0,0.0,5,0.155,0.06,0.05996,849599.56,50941.08,113202.41,-444175.59,0.2031,0.0
POL-2020193,Credit Union,National,2022,54125,0,0.0,0.0,0.0,4.859036909945142,0.8609999999999999,3.7142857142857144,0.6931471805599453,2,0.074,0.03,0.02998,724533.97,21721.14,48269.2,-5855.8,0.89181,0.0
POL-2020194,Credit Union,West,2022,155602,0,0.0,0.0,0.0,4.772378104971998,0.6675,2.7777777777777777,0.6931471805599453,10,0.257,0.1,0.09993,538667.49,53829.88,119621.95,-35980.05,0.76877,0.0
POL-2020195,Fintech-Payments,Midwest,2022,1406988,0,0.0,0.0,0.0,5.0072963928307415,0.6492500000000001,11.212121212121211,0.0,100,2.466,0.29,0.2898,1485993.42,430643.13,956984.74,-450003.26,0.68017,0.0
POL-2020196,Community Bank,Northeast,2024,423006,0,0.0,0.0,0.0,5.436774109695053,0.80275,11.818181818181817,0.0,15,0.242,0.08,0.07995,888968.75,71068.82,157930.72,-265075.28,0.37335,0.0
POL-2020197,Credit Union,Southwest,2021,12267,0,0.0,0.0,0.0,3.5380565643793527,0.5582499999999999,9.35483870967742,0.0,1,0.025,0.11,0.10992,237188.59,26072.89,57939.75,45672.75,4.72322,0.0
POL-2020198,Regional Bank,Southwest,2024,1637026,1,2.0,23852875.0,14861515.0,6.8970986987936085,0.9145,2.6190476190476195,0.0,15,0.745,0.09,0.08994,1016430.13,91416.1,203146.88,-1433879.12,0.1241,14.57086
POL-2020199,Community Bank,Southeast,2020,30014,0,0.0,0.0,0.0,3.2108436531709366,0.6707500000000001,2.307692307692308,0.0,10,0.345,0.03,0.02998,3752074.99,112485.2,249967.12,219953.12,8.32835,0.0
POL-2020200,Fintech-Lending,Northeast,2023,6476293,0,0.0,0.0,0.0,6.544487219573761,0.7270000000000001,14.878048780487806,0.0,100,2.825,0.07,0.06995,943791.8,66020.21,146711.57,-6329581.43,0.02265,0.0
POL-2020201,Credit Union,West,2022,238263,1,1.0,5469.0,255.0,3.4210000089583352,0.6995000000000001,5.454545454545455,0.6931471805599453,250,7.9,0.72,0.71951,384549.16,276685.89,614857.53,376594.53,2.58058,0.02295
POL-2020202,Asset Manager,National,2022,231880,0,0.0,0.0,0.0,6.155706990502031,0.7270000000000001,24.782608695652172,0.0,2,0.048,0.09,0.08994,2243631.81,201788.65,448419.22,216539.22,1.93384,0.0
POL-2020203,Community Bank,West,2022,312316,0,0.0,0.0,0.0,4.765586907393996,0.84025,3.7837837837837838,1.3862943611198906,25,0.96,0.11,0.10992,2569862.81,282491.42,627758.71,315442.71,2.01001,0.0
POL-2020204,Regional Bank,Northeast,2020,1998633,0,0.0,0.0,0.0,7.326136612356848,0.6604999999999999,5.0,0.0,10,0.347,0.18,0.17988,3058480.46,550149.67,1222554.82,-776078.18,0.6117,0.0
POL-2020205,Credit Union,Midwest,2022,38833,0,0.0,0.0,0.0,3.342861804649192,0.89075,38.80952380952382,0.6931471805599453,10,0.371,0.11,0.10992,792855.81,87154.44,193676.54,154843.54,4.98742,0.0
POL-2020206,Regional Bank,National,2022,2043301,0,0.0,0.0,0.0,6.850232092738471,0.8305000000000001,2.75,0.0,15,0.26,0.17,0.16988,2790205.39,474010.25,1053356.11,-989944.89,0.51552,0.0
POL-2020207,Credit Union,West,2023,103990,0,0.0,0.0,0.0,4.269697449699962,0.67475,6.0,0.6931471805599453,15,0.332,0.03,0.02998,584318.68,17517.56,38927.92,-65062.08,0.37434,0.0
POL-2020208,Insurance Carrier,West,2021,22348500,0,0.0,0.0,0.0,9.150685904407894,0.7712500000000001,2.0833333333333335,0.6931471805599453,25,1.095,0.2,0.19986,3917389.8,782941.7,1739870.44,-20608629.56,0.07785,0.0
POL-2020209,Regional Bank,Southeast,2024,1631932,0,0.0,0.0,0.0,6.860768487757801,0.58525,16.666666666666664,0.0,10,0.307,0.03,0.02998,2008483.12,60213.25,133807.23,-1498124.77,0.08199,0.0
POL-2020210,Insurance Carrier,Southwest,2023,2412020,0,0.0,0.0,0.0,7.681929298184456,0.7665000000000001,50.357142857142854,0.0,5,0.04,0.1,0.09993,2513769.45,251204.89,558233.08,-1853786.92,0.23144,0.0
POL-2020211,Regional Bank,Southwest,2023,1219294,0,0.0,0.0,0.0,7.120848494442845,0.79225,7.878787878787878,0.0,5,0.07,0.08,0.07995,3937886.24,314815.27,699589.49,-519704.51,0.57377,0.0
POL-2020212,Regional Bank,Northeast,2022,906006,0,0.0,0.0,0.0,6.313185661783185,0.6807500000000001,6.5,0.0,10,0.382,0.19,0.18987,2099482.72,398628.68,885841.52,-20164.48,0.97774,0.0
POL-2020213,Regional Bank,Southwest,2023,621554,0,0.0,0.0,0.0,6.575354741730978,0.7085000000000001,6.666666666666667,0.0,5,0.161,0.07,0.06995,1278508.5,89434.34,198742.97,-422811.03,0.31975,0.0
POL-2020214,Regional Bank,Northeast,2024,625037,0,0.0,0.0,0.0,6.937411163889648,0.5865,15.277777777777777,0.0,2,0.074,0.1,0.09993,1112532.54,111177.11,247060.23,-377976.77,0.39527,0.0
POL-2020215,Insurance Carrier,Midwest,2023,19977665,1,1.0,144388.0,84270.0,8.687610843707368,0.56375,8.333333333333334,0.6931471805599453,50,1.168,0.64,0.63956,1986091.56,1270228.58,2822730.17,-17154934.83,0.14129,0.00723
POL-2020216,Insurance Carrier,Southeast,2020,4214287,0,0.0,0.0,0.0,7.5409401183694,0.77425,7.1875,0.0,15,0.58,0.21,0.20986,4764059.31,999767.68,2221705.96,-1992581.04,0.52718,0.0
POL-2020217,Asset Manager,Southeast,2020,606477,1,1.0,614863.0,267315.0,7.2813856635702825,0.663,8.4375,0.6931471805599453,1,0.025,0.39,0.38973,1241698.71,483931.04,1075402.31,468925.31,1.7732,1.01383
POL-2020218,Community Bank,Southeast,2024,77802,0,0.0,0.0,0.0,3.9396381724611196,0.5872499999999999,11.764705882352942,0.0,10,0.478,0.11,0.10992,296730.65,32618.03,72484.51,-5317.49,0.93165,0.0
POL-2020219,Investment Bank,West,2022,132813564,0,0.0,0.0,0.0,9.635581963247922,0.62075,5.490196078431373,0.0,100,3.13,0.02,0.01999,1634811.47,32673.85,72608.56,-132740955.44,0.00055,0.0
POL-2020220,Broker-Dealer,Southeast,2024,576586,0,0.0,0.0,0.0,6.113018242660559,0.648,48.51851851851851,0.0,5,0.125,0.07,0.06995,14420550.76,1008747.63,2241661.4,1665075.4,3.88782,0.0
POL-2020221,Community Bank,West,2021,98715,0,0.0,0.0,0.0,4.365643155423357,0.7915,38.888888888888886,0.0,10,0.345,0.16,0.15989,652665.82,104355.05,231900.12,133185.12,2.34919,0.0
POL-2020222,Community Bank,Northeast,2020,87227,0,0.0,0.0,0.0,4.558078578454241,0.6025,7.391304347826086,0.0,5,0.141,0.03,0.02998,266312.14,7983.9,17741.99,-69485.01,0.2034,0.0
POL-2020223,Fintech-Lending,Southwest,2021,257240,0,0.0,0.0,0.0,4.549657476057832,0.5605,5.517241379310345,0.0,15,0.449,0.06,0.05996,290992.01,17447.57,38772.38,-218467.62,0.15072,0.0
POL-2020224,Credit Union,Northeast,2020,1019044,0,0.0,0.0,0.0,5.218732887205194,0.38475,5.0,0.0,100,1.307,0.08,0.07995,452997.53,36215.0,80477.77,-938566.23,0.07897,0.0
POL-2020225,Insurance Carrier,Southwest,2023,4291648,0,0.0,0.0,0.0,8.314268847283424,0.8335,7.352941176470589,0.0,5,0.142,0.09,0.08994,1335171.67,120083.2,266851.56,-4024796.44,0.06218,0.0
POL-2020226,Community Bank,Midwest,2024,37535,0,0.0,0.0,0.0,4.626931677769604,0.8809999999999999,1.8421052631578947,0.0,1,0.029,0.1,0.09993,1402725.19,140176.51,311503.35,273968.35,8.29901,0.0
POL-2020227,Fintech-Lending,West,2021,1518228,1,1.0,7790785.0,1376966.0,6.689972333910023,0.662,36.36363636363636,0.0,10,0.202,0.7,0.69952,872640.73,610430.41,1356512.01,-161715.99,0.89348,5.1315
POL-2020228,Community Bank,Midwest,2024,133295,0,0.0,0.0,0.0,4.516338972281476,0.31975,9.285714285714285,0.6931471805599453,10,0.333,0.1,0.09993,613875.36,61345.52,136323.38,3028.38,1.02272,0.0
POL-2020229,Asset Manager,Southwest,2021,801761,0,0.0,0.0,0.0,6.685361446558473,0.6772500000000001,21.707317073170735,0.6931471805599453,5,0.224,0.15,0.1499,253980.52,38071.0,84602.23,-717158.77,0.10552,0.0
POL-2020230,Broker-Dealer,National,2020,1734055,0,0.0,0.0,0.0,6.199291394310299,0.80425,4.193548387096774,0.0,25,0.547,0.05,0.04997,17465109.67,872657.77,1939239.5,205184.5,1.11833,0.0
